    subject              activity    TimeBodyAccMeanX    TimeBodyAccMeanY    TimeBodyAccMeanZ    TimeBodyAccStdDevX    TimeBodyAccStdDevY    TimeBodyAccStdDevZ    TimeGravityAccMeanX    TimeGravityAccMeanY    TimeGravityAccMeanZ    TimeGravityAccStdDevX    TimeGravityAccStdDevY    TimeGravityAccStdDevZ    TimeBodyAccJerkMeanX    TimeBodyAccJerkMeanY    TimeBodyAccJerkMeanZ    TimeBodyAccJerkStdDevX    TimeBodyAccJerkStdDevY    TimeBodyAccJerkStdDevZ    TimeBodyGyroMeanX    TimeBodyGyroMeanY    TimeBodyGyroMeanZ    TimeBodyGyroStdDevX    TimeBodyGyroStdDevY    TimeBodyGyroStdDevZ    TimeBodyGyroJerkMeanX    TimeBodyGyroJerkMeanY    TimeBodyGyroJerkMeanZ    TimeBodyGyroJerkStdDevX    TimeBodyGyroJerkStdDevY    TimeBodyGyroJerkStdDevZ    TimeBodyAccMagMean    TimeBodyAccMagStdDev    TimeGravityAccMagMean    TimeGravityAccMagStdDev    TimeBodyAccJerkMagMean    TimeBodyAccJerkMagStdDev    TimeBodyGyroMagMean    TimeBodyGyroMagStdDev    TimeBodyGyroJerkMagMean    TimeBodyGyroJerkMagStdDev    FreqBodyAccMeanX    FreqBodyAccMeanY    FreqBodyAccMeanZ    FreqBodyAccStdDevX    FreqBodyAccStdDevY    FreqBodyAccStdDevZ    FreqBodyAccMeanFreqX    FreqBodyAccMeanFreqY    FreqBodyAccMeanFreqZ    FreqBodyAccJerkMeanX    FreqBodyAccJerkMeanY    FreqBodyAccJerkMeanZ    FreqBodyAccJerkStdDevX    FreqBodyAccJerkStdDevY    FreqBodyAccJerkStdDevZ    FreqBodyAccJerkMeanFreqX    FreqBodyAccJerkMeanFreqY    FreqBodyAccJerkMeanFreqZ    FreqBodyGyroMeanX    FreqBodyGyroMeanY    FreqBodyGyroMeanZ    FreqBodyGyroStdDevX    FreqBodyGyroStdDevY    FreqBodyGyroStdDevZ    FreqBodyGyroMeanFreqX    FreqBodyGyroMeanFreqY    FreqBodyGyroMeanFreqZ    FreqBodyAccMagMean    FreqBodyAccMagStdDev    FreqBodyAccMagMeanFreq    FreqBodyBodyAccJerkMagMean    FreqBodyBodyAccJerkMagStdDev    FreqBodyBodyAccJerkMagMeanFreq    FreqBodyBodyGyroMagMean    FreqBodyBodyGyroMagStdDev    FreqBodyBodyGyroMagMeanFreq    FreqBodyBodyGyroJerkMagMean    FreqBodyBodyGyroJerkMagStdDev    FreqBodyBodyGyroJerkMagMeanFreq    angletBodyAccMean,gravity    angletBodyAccJerkMean,gravityMean    angletBodyGyroMean,gravityMean    angletBodyGyroJerkMean,gravityMean    angleX,gravityMean    angleY,gravityMean    angleZ,gravityMean
         17    WALKING_DOWNSTAIRS               0.294            -0.01674             -0.0892               0.18772              -0.06079              -0.23106                  0.929               -0.15108               -0.16096                   -0.950                   -0.947                   -0.901                  0.1183               -1.14e-02               -9.40e-03                  -0.10344                  -0.30406                   -0.5363             0.067773             -0.12352             0.016288                -0.3704               -0.45928                -0.4685                  -0.1078                  -0.0382                 -0.05825                    -0.5268                    -0.5721                   -0.54277              0.148951                  0.0914                 0.148951                     0.0914                  -0.22163                     -0.2066                -0.2326                  -0.3527                    -0.5403                      -0.5923             -0.0226            -0.13027             -0.3181               0.25894              -0.08605               -0.2454               -5.15e-01               -0.155801               -0.113333                -0.21509                -0.35127                 -0.4987                  -0.07188                  -0.29893                  -0.57304                    -0.50856                   -5.59e-01                    -0.45294              -0.3164              -0.4511              -0.4034                 -0.393                -0.4694                -0.5409                 -0.27950                 -0.07445                -0.154727               0.05807               -0.061888                 -0.055363                     -0.188680                         -0.2365                          -0.04459                  -0.409439                      -0.4289                      -0.025892                        -0.5773                          -0.6434                           0.163045                    -6.18e-02                            -0.120554                         -0.079815                              7.40e-03                -0.755              1.88e-01              0.135725
         17               SITTING               0.277            -0.01416             -0.1136              -0.99444              -0.96186              -0.96573                  0.945               -0.00281               -0.13580                   -0.990                   -0.967                   -0.957                  0.0751                5.61e-03               -1.55e-03                  -0.99434                  -0.98864                   -0.9905            -0.042549             -0.06692             0.086005                -0.9896               -0.98613                -0.9797                  -0.0942                  -0.0411                 -0.05109                    -0.9953                    -0.9950                   -0.99384             -0.972747                 -0.9651                -0.972747                    -0.9651                  -0.99281                     -0.9914                -0.9672                  -0.9754                    -0.9963                      -0.9944             -0.9940            -0.96993             -0.9748              -0.99466              -0.95979               -0.9629                2.85e-02                0.135749                0.183914                -0.99454                -0.98833                 -0.9888                  -0.99461                  -0.98992                  -0.99082                     0.23201                    8.85e-02                     0.09951              -0.9884              -0.9888              -0.9816                 -0.990                -0.9848                -0.9810                  0.16768                 -0.14880                 0.123430              -0.97363               -0.965400                  0.126010                     -0.991427                         -0.9903                           0.38152                  -0.983369                      -0.9747                      -0.018176                        -0.9952                          -0.9936                           0.358682                    -9.18e-03                             0.002814                          0.024543                             -5.72e-02                -0.814              8.58e-02              0.117861
         17              STANDING               0.278            -0.01741             -0.1114              -0.99116              -0.96818              -0.97046                  0.905               -0.25749               -0.20269                   -0.986                   -0.976                   -0.969                  0.0741                6.58e-03               -4.04e-03                  -0.99209                  -0.98666                   -0.9912            -0.026958             -0.07706             0.088056                -0.9814               -0.98512                -0.9855                  -0.1013                  -0.0405                 -0.05463                    -0.9893                    -0.9937                   -0.99233             -0.977636                 -0.9754                -0.977636                    -0.9754                  -0.99174                     -0.9904                -0.9782                  -0.9777                    -0.9937                      -0.9924             -0.9909            -0.97417             -0.9802              -0.99132              -0.96643               -0.9670               -3.26e-02                0.045521                0.107585                -0.99213                -0.98628                 -0.9896                  -0.99278                  -0.98820                  -0.99145                     0.25712                    7.40e-02                     0.08472              -0.9807              -0.9873              -0.9860                 -0.982                -0.9839                -0.9867                 -0.13903                 -0.16274                 0.060180              -0.98097               -0.975505                  0.119058                     -0.990163                         -0.9895                           0.42685                  -0.984291                      -0.9773                      -0.115635                        -0.9927                          -0.9922                           0.314618                     1.51e-02                             0.003020                          0.044382                              7.05e-02                -0.662              2.60e-01              0.164227
         17                LAYING               0.270            -0.01685             -0.1070              -0.97296              -0.94479              -0.95348                 -0.199                0.65879                0.72266                   -0.961                   -0.961                   -0.957                  0.0779                7.07e-03               -1.44e-04                  -0.98149                  -0.97696                   -0.9828            -0.023476             -0.09446             0.111440                -0.9759               -0.97148                -0.9762                  -0.1020                  -0.0362                 -0.06049                    -0.9808                    -0.9831                   -0.98822             -0.953021                 -0.9483                -0.953021                    -0.9483                  -0.98161                     -0.9801                -0.9607                  -0.9593                    -0.9855                      -0.9820             -0.9744            -0.95465             -0.9654              -0.97244              -0.94279               -0.9501               -1.15e-01                0.054608                0.083447                -0.98147                -0.97721                 -0.9804                  -0.98321                  -0.97834                  -0.98385                     0.18845                    2.79e-02                     0.02658              -0.9719              -0.9737              -0.9762                 -0.977                -0.9706                -0.9784                  0.00657                  0.01548                 0.131971              -0.96105               -0.949043                 -0.049468                     -0.979687                         -0.9797                           0.37427                  -0.969014                      -0.9600                      -0.046557                        -0.9828                          -0.9820                           0.242851                     7.77e-03                             0.019044                          0.015100                             -5.30e-02                 0.395             -4.26e-01             -0.555003
         18               WALKING               0.274            -0.01780             -0.1042              -0.37601              -0.22701              -0.42835                  0.924               -0.25432               -0.06093                   -0.983                   -0.975                   -0.972                  0.0768                2.83e-02                1.07e-02                  -0.36806                  -0.32016                   -0.6333            -0.039940             -0.06137             0.094472                -0.7044               -0.49643                -0.5114                  -0.0966                  -0.0434                 -0.05026                    -0.5781                    -0.6949                   -0.66326             -0.287908                 -0.4603                -0.287908                    -0.4603                  -0.37927                     -0.4254                -0.5005                  -0.6085                    -0.6365                      -0.7266             -0.3715            -0.24361             -0.4898              -0.37807              -0.26727               -0.4399               -3.62e-01                0.063930                0.004884                -0.41480                -0.36191                 -0.6011                  -0.37599                  -0.32026                  -0.66433                    -0.34877                   -3.37e-01                    -0.20633              -0.6097              -0.5709              -0.5382                 -0.735                -0.4609                -0.5484                  0.01824                 -0.28146                -0.235598              -0.42439               -0.565563                  0.131647                     -0.414038                         -0.4445                           0.08933                  -0.620331                      -0.6689                       0.175639                        -0.7106                          -0.7694                           0.269968                     3.93e-02                             0.023004                          0.019185                             -6.32e-02                -0.714              2.58e-01              0.064793
         18      WALKING_UPSTAIRS               0.265            -0.02221             -0.1127              -0.38017              -0.21116              -0.31437                  0.883               -0.31662               -0.10611                   -0.962                   -0.942                   -0.908                  0.0812                2.12e-02                9.36e-03                  -0.56320                  -0.56794                   -0.7608            -0.047068             -0.05261             0.090674                -0.5938               -0.50730                -0.4339                  -0.0900                  -0.0527                 -0.06925                    -0.7607                    -0.8289                   -0.71895             -0.279146                 -0.3718                -0.279146                    -0.3718                  -0.60146                     -0.5793                -0.3691                  -0.5281                    -0.7817                      -0.8355             -0.4651            -0.36345             -0.5227              -0.35064              -0.19055               -0.2696               -5.18e-01               -0.249449               -0.406885                -0.58941                -0.57965                 -0.7361                  -0.57533                  -0.58553                  -0.78473                    -0.44209                   -4.66e-01                    -0.51244              -0.5923              -0.6498              -0.5044                 -0.601                -0.4434                -0.4660                 -0.30421                 -0.50273                -0.322333              -0.43656               -0.436219                 -0.218616                     -0.574481                         -0.5879                          -0.02903                  -0.654029                      -0.5330                      -0.338126                        -0.8262                          -0.8609                           0.077259                     1.46e-02                             0.070944                          0.048178                             -1.20e-01                -0.634              3.02e-01              0.096989
         18    WALKING_DOWNSTAIRS               0.288            -0.01687             -0.1034              -0.30263              -0.25421              -0.41861                  0.932               -0.22581               -0.04936                   -0.960                   -0.933                   -0.922                  0.0809               -7.57e-04               -1.42e-02                  -0.38722                  -0.44703                   -0.6512            -0.057655             -0.06362             0.098747                -0.5025               -0.61723                -0.4837                  -0.0837                  -0.0509                 -0.05706                    -0.6767                    -0.7526                   -0.60566             -0.293532                 -0.2299                -0.293532                    -0.2299                  -0.46652                     -0.3825                -0.3810                  -0.5080                    -0.7017                      -0.7442             -0.3501            -0.30905             -0.5058              -0.28554              -0.27380               -0.4183               -4.36e-01               -0.140094               -0.097659                -0.41273                -0.46598                 -0.6221                  -0.41605                  -0.46455                  -0.67875                    -0.33419                   -4.30e-01                    -0.31308              -0.4892              -0.6415              -0.4470                 -0.514                -0.6078                -0.5440                 -0.30067                 -0.23526                -0.211650              -0.24197               -0.344299                 -0.076841                     -0.383399                         -0.3866                           0.00593                  -0.604735                      -0.5338                      -0.159221                        -0.7442                          -0.7634                           0.071761                    -2.71e-02                            -0.032125                          0.124796                             -5.84e-02                -0.744              2.39e-01              0.056458
         18               SITTING               0.277            -0.01287             -0.1119              -0.99435              -0.97493              -0.97757                  0.910                0.12989                0.16188                   -0.994                   -0.984                   -0.978                  0.0766                6.95e-03                2.79e-03                  -0.99162                  -0.98400                   -0.9902            -0.033306             -0.06858             0.084814                -0.9920               -0.98675                -0.9815                  -0.0955                  -0.0397                 -0.05230                    -0.9942                    -0.9942                   -0.99281             -0.983674                 -0.9816                -0.983674                    -0.9816                  -0.98987                     -0.9912                -0.9776                  -0.9814                    -0.9949                      -0.9949             -0.9931            -0.97654             -0.9830              -0.99491              -0.97498               -0.9757                5.12e-02                0.171290                0.171459                -0.99192                -0.98364                 -0.9887                  -0.99204                  -0.98569                  -0.99014                     0.23475                    6.87e-03                     0.04374              -0.9900              -0.9887              -0.9830                 -0.993                -0.9857                -0.9828                  0.11367                 -0.15038                 0.103203              -0.98478               -0.982226                  0.304581                     -0.990407                         -0.9910                           0.45909                  -0.986535                      -0.9813                       0.049256                        -0.9948                          -0.9950                           0.329617                     1.46e-02                             0.011167                         -0.040858                             -4.85e-02                -0.741             -7.47e-03             -0.092884
         18              STANDING               0.278            -0.01664             -0.1085              -0.99202              -0.95422              -0.96187                  0.948               -0.20421               -0.04858                   -0.994                   -0.981                   -0.976                  0.0754                1.05e-02               -1.82e-03                  -0.98944                  -0.97528                   -0.9885            -0.026587             -0.07323             0.084319                -0.9623               -0.98042                -0.9728                  -0.0987                  -0.0407                 -0.05324                    -0.9820                    -0.9912                   -0.98626             -0.972607                 -0.9723                -0.972607                    -0.9723                  -0.98597                     -0.9860                -0.9630                  -0.9598                    -0.9887                      -0.9885             -0.9904            -0.96124             -0.9758              -0.99279              -0.95291               -0.9572                1.57e-02               -0.043710               -0.017642                -0.98954                -0.97524                 -0.9863                  -0.99029                  -0.97718                  -0.98928                     0.20030                   -1.57e-01                     0.00409              -0.9644              -0.9836              -0.9743                 -0.962                -0.9788                -0.9748                 -0.25006                 -0.26450                -0.100456              -0.97680               -0.973265                  0.044793                     -0.984987                         -0.9863                           0.36101                  -0.972353                      -0.9591                      -0.212560                        -0.9890                          -0.9884                           0.098540                     9.92e-03                             0.000637                         -0.032528                             -6.81e-03                -0.775              2.23e-01              0.055707
         18                LAYING               0.275            -0.01739             -0.1077              -0.98453              -0.98616              -0.98766                 -0.221                0.71976                0.60550                   -0.983                   -0.994                   -0.991                  0.0750                1.17e-02               -1.21e-03                  -0.98592                  -0.98555                   -0.9907            -0.025176             -0.08376             0.093778                -0.9929               -0.98420                -0.9851                  -0.0997                  -0.0393                 -0.05931                    -0.9961                    -0.9905                   -0.99255             -0.986456                 -0.9865                -0.986456                    -0.9865                  -0.98832                     -0.9895                -0.9807                  -0.9806                    -0.9931                      -0.9922             -0.9852            -0.98491             -0.9886              -0.98432              -0.98675               -0.9872               -9.75e-02                0.264460                0.324276                -0.98640                -0.98587                 -0.9891                  -0.98664                  -0.98621                  -0.99074                     0.15976                    5.52e-02                     0.16686              -0.9924              -0.9856              -0.9850                 -0.993                -0.9835                -0.9865                  0.05516                 -0.05561                 0.193084              -0.98679               -0.987648                  0.339473                     -0.988548                         -0.9897                           0.39364                  -0.984329                      -0.9815                       0.159375                        -0.9919                          -0.9927                           0.320132                     7.80e-03                             0.028500                          0.003238                              2.90e-02                 0.411             -5.12e-01             -0.463403
         19               WALKING               0.274            -0.01918             -0.1227              -0.04890               0.18180              -0.13948                  0.935               -0.22334               -0.08984                   -0.970                   -0.959                   -0.929                  0.0822                1.44e-02               -3.28e-02                   0.11031                   0.08093                   -0.1794            -0.027497             -0.07516             0.079811                -0.0264               -0.11441                -0.1042                  -0.0832                  -0.0307                 -0.06031                     0.0801                    -0.2916                   -0.21349              0.064817                 -0.0994                 0.064817                    -0.0994                   0.10945                      0.0357                 0.1000                  -0.0218                    -0.1647                      -0.2715             -0.0300             0.16926             -0.1044              -0.05788               0.11262               -0.2339               -1.76e-01                0.057077                0.351860                 0.03364                 0.01073                 -0.1294                   0.09084                   0.08540                  -0.22783                    -0.21479                   -3.88e-01                    -0.00540               0.2281              -0.0974              -0.0105                 -0.108                -0.1330                -0.2203                 -0.09362                 -0.07658                -0.033019               0.03223               -0.324793                  0.307395                      0.073018                         -0.0223                           0.12500                  -0.095246                      -0.1416                       0.174359                        -0.2624                          -0.3361                           0.250383                    -3.47e-02                             0.009804                          0.011077                             -3.07e-02                -0.766              2.38e-01              0.084762
         19      WALKING_UPSTAIRS               0.242            -0.03040             -0.1511              -0.12874               0.17635              -0.19047                  0.829               -0.38710               -0.22101                   -0.916                   -0.901                   -0.837                  0.0832                5.68e-02                3.17e-02                  -0.17428                  -0.01289                   -0.4443             0.038854             -0.13451            -0.000233                -0.4068               -0.17263                -0.1101                  -0.1018                  -0.0346                 -0.05335                    -0.2394                    -0.4921                   -0.37541              0.017381                 -0.1777                 0.017381                    -0.1777                  -0.11419                     -0.2841                -0.0616                  -0.2644                    -0.3728                      -0.5074             -0.1569             0.11182             -0.2196              -0.11993               0.13256               -0.2400               -3.44e-01                0.019767                0.048851                -0.20532                -0.07393                 -0.3807                  -0.21727                  -0.01317                  -0.50772                    -0.27394                   -3.64e-01                    -0.18757              -0.1945              -0.2254              -0.0661                 -0.478                -0.1499                -0.2075                  0.01117                 -0.19150                -0.152030              -0.07963               -0.368253                  0.167005                     -0.187391                         -0.4347                           0.29685                  -0.288840                      -0.3771                       0.075070                        -0.4772                          -0.5883                           0.260346                     2.17e-02                             0.005856                         -0.235636                             -4.33e-03                -0.544              3.53e-01              0.179353
         19    WALKING_DOWNSTAIRS               0.263            -0.01459             -0.1337               0.62692               0.51482               0.04932                  0.882               -0.21502               -0.12615                   -0.900                   -0.918                   -0.899                  0.0731               -3.87e-02               -9.55e-03                   0.54427                   0.35531                   -0.0200            -0.205775              0.02747             0.163963                 0.2677                0.04831                -0.0314                  -0.0337                  -0.0395                 -0.05456                     0.1791                    -0.0146                    0.11665              0.644604                  0.4135                 0.644604                     0.4135                   0.43449                      0.4506                 0.4180                   0.2378                     0.0876                      -0.0439              0.5370             0.49446              0.1107               0.65851               0.42793               -0.0784               -3.23e-01                0.012611                0.293956                 0.47432                 0.27672                  0.0596                   0.47680                   0.34977                  -0.09839                    -0.24058                   -3.88e-01                    -0.11695               0.4750               0.1471               0.2107                  0.197                -0.0285                -0.2159                 -0.14703                  0.10134                 0.195665               0.58664                0.082863                  0.226462                      0.538405                          0.3163                           0.17468                   0.203980                       0.0320                       0.163418                        -0.0229                          -0.1433                           0.185185                     5.44e-05                             0.018781                          0.444101                             -4.65e-02                -0.742              2.36e-01              0.114012
         19               SITTING               0.274            -0.01674             -0.1087              -0.97636              -0.95039              -0.95193                  0.581                0.36034                0.48913                   -0.969                   -0.970                   -0.960                  0.0754                1.38e-02                1.73e-03                  -0.98704                  -0.97927                   -0.9867            -0.021415             -0.05202             0.096898                -0.9846               -0.95976                -0.9656                  -0.1010                  -0.0425                 -0.05908                    -0.9885                    -0.9875                   -0.98531             -0.962074                 -0.9518                -0.962074                    -0.9518                  -0.98642                     -0.9842                -0.9422                  -0.9505                    -0.9895                      -0.9858             -0.9792            -0.96076             -0.9663              -0.97520              -0.94805               -0.9475               -3.15e-01               -0.007411               -0.003578                -0.98678                -0.97914                 -0.9840                  -0.98858                  -0.98100                  -0.98815                     0.09170                   -9.26e-02                     0.01854              -0.9817              -0.9682              -0.9682                 -0.986                -0.9556                -0.9679                 -0.01929                 -0.39302                -0.147367              -0.96263               -0.952802                 -0.053858                     -0.983752                         -0.9837                           0.26846                  -0.964239                      -0.9505                      -0.192452                        -0.9867                          -0.9854                           0.097865                     3.58e-02                            -0.020368                         -0.000867                              4.41e-02                -0.305             -1.76e-01             -0.348065
         19              STANDING               0.278            -0.01542             -0.1090              -0.98991              -0.94443              -0.95260                  0.944               -0.22390                0.13064                   -0.992                   -0.971                   -0.959                  0.0754                9.91e-03                1.29e-03                  -0.98479                  -0.97054                   -0.9861            -0.025091             -0.06314             0.071052                -0.9461               -0.96958                -0.9607                  -0.0990                  -0.0423                 -0.05238                    -0.9751                    -0.9881                   -0.98345             -0.960506                 -0.9625                -0.960506                    -0.9625                  -0.98307                     -0.9796                -0.9417                  -0.9380                    -0.9858                      -0.9831             -0.9874            -0.95287             -0.9685              -0.99116              -0.94319               -0.9478                4.24e-02               -0.036261                0.026101                -0.98504                -0.97001                 -0.9835                  -0.98591                  -0.97359                  -0.98752                     0.19914                   -1.13e-01                     0.02863              -0.9479              -0.9751              -0.9651                 -0.947                -0.9670                -0.9632                 -0.28367                 -0.29180                -0.113976              -0.96891               -0.964259                  0.001781                     -0.979135                         -0.9792                           0.29074                  -0.958578                      -0.9367                      -0.247024                        -0.9845                          -0.9822                           0.064568                     1.35e-02                             0.005518                          0.013476                              3.64e-02                -0.762              2.37e-01             -0.069077
         19                LAYING               0.273            -0.01714             -0.1090              -0.96502              -0.97345              -0.98467                 -0.680                0.72565                0.68762                   -0.959                   -0.987                   -0.989                  0.0772                1.11e-02               -9.89e-04                  -0.98361                  -0.97452                   -0.9883            -0.031207             -0.09526             0.108605                -0.9814               -0.96362                -0.9732                  -0.0956                  -0.0371                 -0.05992                    -0.9761                    -0.9846                   -0.98696             -0.966261                 -0.9632                -0.966261                    -0.9632                  -0.98478                     -0.9807                -0.9533                  -0.9559                    -0.9853                      -0.9802             -0.9745            -0.97280             -0.9853              -0.96209              -0.97483               -0.9847               -2.53e-01                0.292493                0.293722                -0.98348                -0.97488                 -0.9865                  -0.98528                  -0.97596                  -0.98856                     0.13528                    8.38e-02                     0.11703              -0.9742              -0.9721              -0.9739                 -0.984                -0.9598                -0.9754                  0.24921                 -0.15645                 0.051865              -0.97196               -0.964057                  0.168481                     -0.980622                         -0.9795                           0.21132                  -0.965625                      -0.9575                       0.077865                        -0.9819                          -0.9793                           0.045701                    -2.11e-02                             0.011372                          0.023719                             -2.31e-02                 0.738             -4.76e-01             -0.504428
         20               WALKING               0.273            -0.02120             -0.1135              -0.20834               0.48977              -0.22873                  0.900               -0.34444               -0.03513                   -0.970                   -0.962                   -0.954                  0.0841               -2.11e-02                6.34e-03                  -0.09065                   0.24431                   -0.3877            -0.023410             -0.07411             0.085136                -0.2329                0.08583                -0.1657                  -0.0680                  -0.0514                 -0.05493                    -0.2532                    -0.1276                   -0.22704              0.039402                 -0.1569                 0.039402                    -0.1569                  -0.04294                      0.0211                 0.0686                  -0.0368                    -0.1949                      -0.1499             -0.1474             0.40347             -0.2722              -0.23499               0.43844               -0.2665               -2.27e-01               -0.003686                0.239415                -0.13872                 0.15793                 -0.3460                  -0.12224                   0.25561                  -0.42769                    -0.25705                   -4.75e-01                    -0.15272              -0.0936               0.0310              -0.1089                 -0.280                 0.1077                -0.2650                 -0.09670                  0.00140                -0.089059              -0.00353               -0.389934                  0.291883                      0.054527                         -0.0311                           0.08648                  -0.052007                      -0.1962                       0.206699                        -0.1804                          -0.1720                           0.021225                    -4.01e-03                             0.030297                         -0.004108                             -5.08e-02                -0.666              3.22e-01              0.046228
         20      WALKING_UPSTAIRS               0.252            -0.02823             -0.1210              -0.11609               0.15220              -0.22925                  0.777               -0.47989               -0.13012                   -0.931                   -0.925                   -0.904                  0.0836                6.60e-03               -2.45e-02                  -0.18570                  -0.26079                   -0.5136             0.065919             -0.17465             0.058702                -0.4927               -0.10472                 0.1841                  -0.1484                  -0.0190                 -0.05190                    -0.4711                    -0.3940                   -0.25387              0.008725                 -0.1983                 0.008725                    -0.1983                  -0.25561                     -0.2394                 0.0223                  -0.2539                    -0.3719                      -0.4554             -0.1404            -0.02938             -0.3184              -0.10844               0.16455               -0.2424               -4.48e-01               -0.155662               -0.109084                -0.25616                -0.31216                 -0.4928                  -0.18709                  -0.25501                  -0.53320                    -0.47500                   -5.53e-01                    -0.44806              -0.3727              -0.1623               0.1151                 -0.532                -0.0790                 0.0955                 -0.15727                 -0.26013                -0.268368              -0.20501               -0.320241                  0.027469                     -0.215014                         -0.2805                          -0.02022                  -0.286628                      -0.3609                       0.004611                        -0.4504                          -0.5028                           0.119029                     5.77e-03                            -0.055038                         -0.321605                              9.36e-02                -0.472              4.25e-01              0.114237
         20    WALKING_DOWNSTAIRS               0.296            -0.00964             -0.1046               0.07451               0.61694              -0.16094                  0.920               -0.27742               -0.02826                   -0.940                   -0.909                   -0.920                  0.0695                4.36e-03               -2.53e-03                  -0.13570                   0.28967                   -0.3815            -0.111368              0.01390             0.103900                -0.2049               -0.14679                 0.1597                  -0.0453                  -0.0577                 -0.06153                    -0.2492                    -0.3346                    0.00308              0.221852                  0.1726                 0.221852                     0.1726                  -0.06127                      0.0467                 0.0938                  -0.0306                    -0.2682                      -0.2756             -0.0343             0.52419             -0.1881               0.11303               0.56019               -0.2139               -4.98e-01               -0.049496                0.051186                -0.19936                 0.20583                 -0.3562                  -0.14728                   0.29312                  -0.40529                    -0.45095                   -4.99e-01                    -0.48025              -0.0630              -0.1381               0.2570                 -0.253                -0.1600                 0.0183                 -0.22155                 -0.09453                -0.101962               0.15189                0.000242                 -0.102475                      0.013792                          0.0790                          -0.11288                  -0.100566                      -0.1517                      -0.037411                        -0.3117                          -0.2817                          -0.042969                    -5.54e-02                             0.042948                          0.271517                             -8.70e-02                -0.726              2.75e-01              0.041440
         20               SITTING               0.278            -0.01472             -0.1084              -0.98308              -0.93612              -0.92911                  0.924                0.07334                0.15168                   -0.986                   -0.967                   -0.936                  0.0747                5.97e-03                1.60e-03                  -0.98208                  -0.97090                   -0.9765            -0.036406             -0.06507             0.064288                -0.9763               -0.96010                -0.9458                  -0.0960                  -0.0407                 -0.04658                    -0.9774                    -0.9797                   -0.97974             -0.952738                 -0.9378                -0.952738                    -0.9378                  -0.97877                     -0.9725                -0.9396                  -0.9411                    -0.9830                      -0.9751             -0.9812            -0.94520             -0.9476              -0.98398              -0.93503               -0.9249               -6.19e-02               -0.005009                0.008739                -0.98224                -0.97116                 -0.9732                  -0.98357                  -0.97278                  -0.97846                     0.13660                   -1.24e-01                    -0.08312              -0.9699              -0.9646              -0.9510                 -0.978                -0.9580                -0.9492                 -0.03270                 -0.31472                -0.144655              -0.94691               -0.942151                  0.040866                     -0.971730                         -0.9726                           0.22971                  -0.953399                      -0.9437                      -0.174980                        -0.9761                          -0.9752                           0.133635                     2.95e-02                             0.021768                         -0.005996                             -2.88e-02                -0.764              3.29e-02             -0.086045
         20              STANDING               0.278            -0.01807             -0.1004              -0.96721              -0.87541              -0.91314                  0.911               -0.30594                0.07087                   -0.982                   -0.957                   -0.942                  0.0764                1.17e-02               -6.14e-03                  -0.95953                  -0.93561                   -0.9589            -0.024134             -0.06983             0.077367                -0.8867               -0.90391                -0.9073                  -0.1020                  -0.0432                 -0.05182                    -0.9216                    -0.9476                   -0.94867             -0.922407                 -0.9107                -0.922407                    -0.9107                  -0.95662                     -0.9385                -0.8837                  -0.8437                    -0.9479                      -0.9263             -0.9619            -0.89819             -0.9300              -0.96981              -0.87253               -0.9110               -7.33e-02               -0.164771               -0.010380                -0.95971                -0.93572                 -0.9527                  -0.96310                  -0.94047                  -0.96397                     0.09824                   -3.16e-01                    -0.07829              -0.8810              -0.9106              -0.9114                 -0.891                -0.9012                -0.9149                 -0.35819                 -0.36007                -0.235151              -0.92123               -0.918652                 -0.078437                     -0.940008                         -0.9360                          -0.00613                  -0.879438                      -0.8491                      -0.305415                        -0.9296                          -0.9272                          -0.133751                     1.46e-02                             0.006008                         -0.022448                              2.50e-02                -0.697              2.95e-01             -0.027526
